[DEBUG] 14-06-2020 22:55:21.305 [main] logging - Logging Provider: org.jboss.logging.Log4j2LoggerProvider
[DEBUG] 14-06-2020 22:55:21.329 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
[DEBUG] 14-06-2020 22:55:21.331 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
[DEBUG] 14-06-2020 22:55:21.335 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
[INFO ] 14-06-2020 22:55:21.395 [main] Version - HHH000412: Hibernate Core {5.4.10.Final}
[DEBUG] 14-06-2020 22:55:21.396 [main] Environment - HHH000206: hibernate.properties not found
[DEBUG] 14-06-2020 22:55:21.600 [main] LocalXmlResourceResolver - Interpreting public/system identifier : [-//Hibernate/Hibernate Configuration DTD 3.0//EN] - [http://hibernate.sourceforge.net/hibernate-configuration-3.0.dtd]
[WARN ] 14-06-2020 22:55:21.602 [main] deprecation - HHH90000012: Recognized obsolete hibernate namespace http://hibernate.sourceforge.net/hibernate-configuration. Use namespace http://www.hibernate.org/dtd/hibernate-configuration instead.  Support for obsolete DTD/XSD namespaces may be removed at any time.
[DEBUG] 14-06-2020 22:55:21.602 [main] LocalXmlResourceResolver - Recognized hibernate-configuration identifier; attempting to resolve on classpath under org/hibernate/
[DEBUG] 14-06-2020 22:55:21.607 [main] JaxbCfgProcessor - cfg.xml document did not define namespaces; wrapping in custom event reader to introduce namespace information
[DEBUG] 14-06-2020 22:55:21.890 [main] ServiceBinding - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
[DEBUG] 14-06-2020 22:55:21.910 [main] RegionFactoryInitiator - Cannot default RegionFactory based on registered strategies as `[class org.hibernate.cache.ehcache.internal.EhcacheRegionFactory, class org.hibernate.cache.ehcache.internal.SingletonEhcacheRegionFactory]` RegionFactory strategies were registered
[DEBUG] 14-06-2020 22:55:21.911 [main] RegionFactoryInitiator - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
[DEBUG] 30-06-2020 22:32:12.066 [main] LocalXmlResourceResolver - Interpreting public/system identifier : [-//Hibernate/Hibernate Configuration DTD 3.0//EN] - [http://hibernate.sourceforge.net/hibernate-configuration-3.0.dtd]
[WARN ] 30-06-2020 22:32:12.068 [main] deprecation - HHH90000012: Recognized obsolete hibernate namespace http://hibernate.sourceforge.net/hibernate-configuration. Use namespace http://www.hibernate.org/dtd/hibernate-configuration instead.  Support for obsolete DTD/XSD namespaces may be removed at any time.
[DEBUG] 30-06-2020 22:32:12.069 [main] LocalXmlResourceResolver - Recognized hibernate-configuration identifier; attempting to resolve on classpath under org/hibernate/
[DEBUG] 30-06-2020 22:32:12.073 [main] JaxbCfgProcessor - cfg.xml document did not define namespaces; wrapping in custom event reader to introduce namespace information
[DEBUG] 30-06-2020 22:32:12.349 [main] ServiceBinding - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
[DEBUG] 30-06-2020 22:32:12.367 [main] RegionFactoryInitiator - Cannot default RegionFactory based on registered strategies as `[class org.hibernate.cache.ehcache.internal.EhcacheRegionFactory, class org.hibernate.cache.ehcache.internal.SingletonEhcacheRegionFactory]` RegionFactory strategies were registered
[DEBUG] 30-06-2020 22:32:12.368 [main] RegionFactoryInitiator - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
[INFO ] 30-06-2020 22:32:12.386 [main] Version - HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
[DEBUG] 30-06-2020 22:32:12.603 [main] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@be68757
[DEBUG] 30-06-2020 22:32:12.603 [main] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@be68757
[DEBUG] 30-06-2020 22:32:12.603 [main] BasicTypeRegistry - Adding type registration java.lang.Boolean -> org.hibernate.type.BooleanType@be68757
[DEBUG] 30-06-2020 22:32:12.604 [main] BasicTypeRegistry - Adding type registration numeric_boolean -> org.hibernate.type.NumericBooleanType@7e5c856f
[DEBUG] 30-06-2020 22:32:12.605 [main] BasicTypeRegistry - Adding type registration true_false -> org.hibernate.type.TrueFalseType@1b75c2e3
[DEBUG] 30-06-2020 22:32:12.606 [main] BasicTypeRegistry - Adding type registration yes_no -> org.hibernate.type.YesNoType@39ac0c0a
[DEBUG] 30-06-2020 22:32:12.607 [main] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@65b104b9
[DEBUG] 30-06-2020 22:32:12.607 [main] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@65b104b9
[DEBUG] 30-06-2020 22:32:12.607 [main] BasicTypeRegistry - Adding type registration java.lang.Byte -> org.hibernate.type.ByteType@65b104b9
[DEBUG] 30-06-2020 22:32:12.608 [main] BasicTypeRegistry - Adding type registration character -> org.hibernate.type.CharacterType@54504ecd
[DEBUG] 30-06-2020 22:32:12.609 [main] BasicTypeRegistry - Adding type registration char -> org.hibernate.type.CharacterType@54504ecd
[DEBUG] 30-06-2020 22:32:12.612 [main] BasicTypeRegistry - Adding type registration java.lang.Character -> org.hibernate.type.CharacterType@54504ecd
[DEBUG] 30-06-2020 22:32:12.613 [main] BasicTypeRegistry - Adding type registration short -> org.hibernate.type.ShortType@6239aba6
[DEBUG] 30-06-2020 22:32:12.613 [main] BasicTypeRegistry - Adding type registration short -> org.hibernate.type.ShortType@6239aba6
[DEBUG] 30-06-2020 22:32:12.613 [main] BasicTypeRegistry - Adding type registration java.lang.Short -> org.hibernate.type.ShortType@6239aba6
[DEBUG] 30-06-2020 22:32:12.615 [main] BasicTypeRegistry - Adding type registration integer -> org.hibernate.type.IntegerType@7164ca4c
[DEBUG] 30-06-2020 22:32:12.615 [main] BasicTypeRegistry - Adding type registration int -> org.hibernate.type.IntegerType@7164ca4c
[DEBUG] 30-06-2020 22:32:12.615 [main] BasicTypeRegistry - Adding type registration java.lang.Integer -> org.hibernate.type.IntegerType@7164ca4c
[DEBUG] 30-06-2020 22:32:12.616 [main] BasicTypeRegistry - Adding type registration long -> org.hibernate.type.LongType@7a220c9a
[DEBUG] 30-06-2020 22:32:12.616 [main] BasicTypeRegistry - Adding type registration long -> org.hibernate.type.LongType@7a220c9a
[DEBUG] 30-06-2020 22:32:12.617 [main] BasicTypeRegistry - Adding type registration java.lang.Long -> org.hibernate.type.LongType@7a220c9a
[DEBUG] 30-06-2020 22:32:12.618 [main] BasicTypeRegistry - Adding type registration float -> org.hibernate.type.FloatType@21ba0741
[DEBUG] 30-06-2020 22:32:12.618 [main] BasicTypeRegistry - Adding type registration float -> org.hibernate.type.FloatType@21ba0741
[DEBUG] 30-06-2020 22:32:12.618 [main] BasicTypeRegistry - Adding type registration java.lang.Float -> org.hibernate.type.FloatType@21ba0741
[DEBUG] 30-06-2020 22:32:12.619 [main] BasicTypeRegistry - Adding type registration double -> org.hibernate.type.DoubleType@b4711e2
[DEBUG] 30-06-2020 22:32:12.620 [main] BasicTypeRegistry - Adding type registration double -> org.hibernate.type.DoubleType@b4711e2
[DEBUG] 30-06-2020 22:32:12.620 [main] BasicTypeRegistry - Adding type registration java.lang.Double -> org.hibernate.type.DoubleType@b4711e2
[DEBUG] 30-06-2020 22:32:12.621 [main] BasicTypeRegistry - Adding type registration big_decimal -> org.hibernate.type.BigDecimalType@401f7633
[DEBUG] 30-06-2020 22:32:12.621 [main] BasicTypeRegistry - Adding type registration java.math.BigDecimal -> org.hibernate.type.BigDecimalType@401f7633
[DEBUG] 30-06-2020 22:32:12.623 [main] BasicTypeRegistry - Adding type registration big_integer -> org.hibernate.type.BigIntegerType@2c78d320
[DEBUG] 30-06-2020 22:32:12.623 [main] BasicTypeRegistry - Adding type registration java.math.BigInteger -> org.hibernate.type.BigIntegerType@2c78d320
[DEBUG] 30-06-2020 22:32:12.624 [main] BasicTypeRegistry - Adding type registration string -> org.hibernate.type.StringType@6cc558c6
[DEBUG] 30-06-2020 22:32:12.624 [main] BasicTypeRegistry - Adding type registration java.lang.String -> org.hibernate.type.StringType@6cc558c6
[DEBUG] 30-06-2020 22:32:12.625 [main] BasicTypeRegistry - Adding type registration nstring -> org.hibernate.type.StringNVarcharType@26ceffa8
[DEBUG] 30-06-2020 22:32:12.625 [main] BasicTypeRegistry - Adding type registration ncharacter -> org.hibernate.type.CharacterNCharType@d41f816
[DEBUG] 30-06-2020 22:32:12.626 [main] BasicTypeRegistry - Adding type registration url -> org.hibernate.type.UrlType@3d9c13b5
[DEBUG] 30-06-2020 22:32:12.626 [main] BasicTypeRegistry - Adding type registration java.net.URL -> org.hibernate.type.UrlType@3d9c13b5
[DEBUG] 30-06-2020 22:32:12.628 [main] BasicTypeRegistry - Adding type registration Duration -> org.hibernate.type.DurationType@7582ff54
[DEBUG] 30-06-2020 22:32:12.628 [main] BasicTypeRegistry - Adding type registration java.time.Duration -> org.hibernate.type.DurationType@7582ff54
[DEBUG] 30-06-2020 22:32:12.675 [main] BasicTypeRegistry - Adding type registration Instant -> org.hibernate.type.InstantType@4ae9cfc1
[DEBUG] 30-06-2020 22:32:12.676 [main] BasicTypeRegistry - Adding type registration java.time.Instant -> org.hibernate.type.InstantType@4ae9cfc1
[DEBUG] 30-06-2020 22:32:12.678 [main] BasicTypeRegistry - Adding type registration LocalDateTime -> org.hibernate.type.LocalDateTimeType@1458ed9c
[DEBUG] 30-06-2020 22:32:12.678 [main] BasicTypeRegistry - Adding type registration java.time.LocalDateTime -> org.hibernate.type.LocalDateTimeType@1458ed9c
[DEBUG] 30-06-2020 22:32:12.680 [main] BasicTypeRegistry - Adding type registration LocalDate -> org.hibernate.type.LocalDateType@363a52f
[DEBUG] 30-06-2020 22:32:12.680 [main] BasicTypeRegistry - Adding type registration java.time.LocalDate -> org.hibernate.type.LocalDateType@363a52f
[DEBUG] 30-06-2020 22:32:12.682 [main] BasicTypeRegistry - Adding type registration LocalTime -> org.hibernate.type.LocalTimeType@5f9be66c
[DEBUG] 30-06-2020 22:32:12.682 [main] BasicTypeRegistry - Adding type registration java.time.LocalTime -> org.hibernate.type.LocalTimeType@5f9be66c
[DEBUG] 30-06-2020 22:32:12.684 [main] BasicTypeRegistry - Adding type registration OffsetDateTime -> org.hibernate.type.OffsetDateTimeType@6ccdb29f
[DEBUG] 30-06-2020 22:32:12.684 [main] BasicTypeRegistry - Adding type registration java.time.OffsetDateTime -> org.hibernate.type.OffsetDateTimeType@6ccdb29f
[DEBUG] 30-06-2020 22:32:12.686 [main] BasicTypeRegistry - Adding type registration OffsetTime -> org.hibernate.type.OffsetTimeType@265adfad
[DEBUG] 30-06-2020 22:32:12.686 [main] BasicTypeRegistry - Adding type registration java.time.OffsetTime -> org.hibernate.type.OffsetTimeType@265adfad
[DEBUG] 30-06-2020 22:32:12.689 [main] BasicTypeRegistry - Adding type registration ZonedDateTime -> org.hibernate.type.ZonedDateTimeType@3cdf2c61
[DEBUG] 30-06-2020 22:32:12.689 [main] BasicTypeRegistry - Adding type registration java.time.ZonedDateTime -> org.hibernate.type.ZonedDateTimeType@3cdf2c61
[DEBUG] 30-06-2020 22:32:12.691 [main] BasicTypeRegistry - Adding type registration date -> org.hibernate.type.DateType@39de3d36
[DEBUG] 30-06-2020 22:32:12.691 [main] BasicTypeRegistry - Adding type registration java.sql.Date -> org.hibernate.type.DateType@39de3d36
[DEBUG] 30-06-2020 22:32:12.692 [main] BasicTypeRegistry - Adding type registration time -> org.hibernate.type.TimeType@58326051
[DEBUG] 30-06-2020 22:32:12.692 [main] BasicTypeRegistry - Adding type registration java.sql.Time -> org.hibernate.type.TimeType@58326051
[DEBUG] 30-06-2020 22:32:12.694 [main] BasicTypeRegistry - Adding type registration timestamp -> org.hibernate.type.TimestampType@598bd2ba
[DEBUG] 30-06-2020 22:32:12.694 [main] BasicTypeRegistry - Adding type registration java.sql.Timestamp -> org.hibernate.type.TimestampType@598bd2ba
[DEBUG] 30-06-2020 22:32:12.694 [main] BasicTypeRegistry - Adding type registration java.util.Date -> org.hibernate.type.TimestampType@598bd2ba
[DEBUG] 30-06-2020 22:32:12.696 [main] BasicTypeRegistry - Adding type registration dbtimestamp -> org.hibernate.type.DbTimestampType@4f5991f6
[DEBUG] 30-06-2020 22:32:12.697 [main] BasicTypeRegistry - Adding type registration calendar -> org.hibernate.type.CalendarType@2c07545f
[DEBUG] 30-06-2020 22:32:12.697 [main] BasicTypeRegistry - Adding type registration java.util.Calendar -> org.hibernate.type.CalendarType@2c07545f
[DEBUG] 30-06-2020 22:32:12.697 [main] BasicTypeRegistry - Adding type registration java.util.GregorianCalendar -> org.hibernate.type.CalendarType@2c07545f
[DEBUG] 30-06-2020 22:32:12.698 [main] BasicTypeRegistry - Adding type registration calendar_date -> org.hibernate.type.CalendarDateType@22f31dec
[DEBUG] 30-06-2020 22:32:12.699 [main] BasicTypeRegistry - Adding type registration locale -> org.hibernate.type.LocaleType@2c4d1ac
[DEBUG] 30-06-2020 22:32:12.699 [main] BasicTypeRegistry - Adding type registration java.util.Locale -> org.hibernate.type.LocaleType@2c4d1ac
[DEBUG] 30-06-2020 22:32:12.700 [main] BasicTypeRegistry - Adding type registration currency -> org.hibernate.type.CurrencyType@41e68d87
[DEBUG] 30-06-2020 22:32:12.700 [main] BasicTypeRegistry - Adding type registration java.util.Currency -> org.hibernate.type.CurrencyType@41e68d87
[DEBUG] 30-06-2020 22:32:12.701 [main] BasicTypeRegistry - Adding type registration timezone -> org.hibernate.type.TimeZoneType@45312be2
[DEBUG] 30-06-2020 22:32:12.702 [main] BasicTypeRegistry - Adding type registration java.util.TimeZone -> org.hibernate.type.TimeZoneType@45312be2
[DEBUG] 30-06-2020 22:32:12.703 [main] BasicTypeRegistry - Adding type registration class -> org.hibernate.type.ClassType@ab7395e
[DEBUG] 30-06-2020 22:32:12.703 [main] BasicTypeRegistry - Adding type registration java.lang.Class -> org.hibernate.type.ClassType@ab7395e
[DEBUG] 30-06-2020 22:32:12.704 [main] BasicTypeRegistry - Adding type registration uuid-binary -> org.hibernate.type.UUIDBinaryType@64a40280
[DEBUG] 30-06-2020 22:32:12.704 [main] BasicTypeRegistry - Adding type registration java.util.UUID -> org.hibernate.type.UUIDBinaryType@64a40280
[DEBUG] 30-06-2020 22:32:12.705 [main] BasicTypeRegistry - Adding type registration uuid-char -> org.hibernate.type.UUIDCharType@d62fe5b
[DEBUG] 30-06-2020 22:32:12.706 [main] BasicTypeRegistry - Adding type registration binary -> org.hibernate.type.BinaryType@27eedb64
[DEBUG] 30-06-2020 22:32:12.706 [main] BasicTypeRegistry - Adding type registration byte[] -> org.hibernate.type.BinaryType@27eedb64
[DEBUG] 30-06-2020 22:32:12.706 [main] BasicTypeRegistry - Adding type registration [B -> org.hibernate.type.BinaryType@27eedb64
[DEBUG] 30-06-2020 22:32:12.707 [main] BasicTypeRegistry - Adding type registration wrapper-binary -> org.hibernate.type.WrapperBinaryType@2f62ea70
[DEBUG] 30-06-2020 22:32:12.707 [main] BasicTypeRegistry - Adding type registration Byte[] -> org.hibernate.type.WrapperBinaryType@2f62ea70
[DEBUG] 30-06-2020 22:32:12.708 [main] BasicTypeRegistry - Adding type registration [Ljava.lang.Byte; -> org.hibernate.type.WrapperBinaryType@2f62ea70
[DEBUG] 30-06-2020 22:32:12.709 [main] BasicTypeRegistry - Adding type registration row_version -> org.hibernate.type.RowVersionType@1b84f475
[DEBUG] 30-06-2020 22:32:12.710 [main] BasicTypeRegistry - Adding type registration image -> org.hibernate.type.ImageType@539d019
[DEBUG] 30-06-2020 22:32:12.712 [main] BasicTypeRegistry - Adding type registration characters -> org.hibernate.type.CharArrayType@6f63b475
[DEBUG] 30-06-2020 22:32:12.712 [main] BasicTypeRegistry - Adding type registration char[] -> org.hibernate.type.CharArrayType@6f63b475
[DEBUG] 30-06-2020 22:32:12.712 [main] BasicTypeRegistry - Adding type registration [C -> org.hibernate.type.CharArrayType@6f63b475
[DEBUG] 30-06-2020 22:32:12.714 [main] BasicTypeRegistry - Adding type registration wrapper-characters -> org.hibernate.type.CharacterArrayType@b2c5e07
[DEBUG] 30-06-2020 22:32:12.714 [main] BasicTypeRegistry - Adding type registration [Ljava.lang.Character; -> org.hibernate.type.CharacterArrayType@b2c5e07
[DEBUG] 30-06-2020 22:32:12.714 [main] BasicTypeRegistry - Adding type registration Character[] -> org.hibernate.type.CharacterArrayType@b2c5e07
[DEBUG] 30-06-2020 22:32:12.715 [main] BasicTypeRegistry - Adding type registration text -> org.hibernate.type.TextType@3c7c886c
[DEBUG] 30-06-2020 22:32:12.716 [main] BasicTypeRegistry - Adding type registration ntext -> org.hibernate.type.NTextType@6b88ca8c
[DEBUG] 30-06-2020 22:32:12.718 [main] BasicTypeRegistry - Adding type registration blob -> org.hibernate.type.BlobType@53941c2f
[DEBUG] 30-06-2020 22:32:12.718 [main] BasicTypeRegistry - Adding type registration java.sql.Blob -> org.hibernate.type.BlobType@53941c2f
[DEBUG] 30-06-2020 22:32:12.719 [main] BasicTypeRegistry - Adding type registration materialized_blob -> org.hibernate.type.MaterializedBlobType@2766ca9d
[DEBUG] 30-06-2020 22:32:12.720 [main] BasicTypeRegistry - Adding type registration clob -> org.hibernate.type.ClobType@7e4204e2
[DEBUG] 30-06-2020 22:32:12.721 [main] BasicTypeRegistry - Adding type registration java.sql.Clob -> org.hibernate.type.ClobType@7e4204e2
[DEBUG] 30-06-2020 22:32:12.722 [main] BasicTypeRegistry - Adding type registration nclob -> org.hibernate.type.NClobType@5a1de7fb
[DEBUG] 30-06-2020 22:32:12.722 [main] BasicTypeRegistry - Adding type registration java.sql.NClob -> org.hibernate.type.NClobType@5a1de7fb
[DEBUG] 30-06-2020 22:32:12.723 [main] BasicTypeRegistry - Adding type registration materialized_clob -> org.hibernate.type.MaterializedClobType@32a68f4f
[DEBUG] 30-06-2020 22:32:12.723 [main] BasicTypeRegistry - Adding type registration materialized_nclob -> org.hibernate.type.MaterializedNClobType@3c9c0d96
[DEBUG] 30-06-2020 22:32:12.725 [main] BasicTypeRegistry - Adding type registration serializable -> org.hibernate.type.SerializableType@1f010bf0
[DEBUG] 30-06-2020 22:32:12.729 [main] BasicTypeRegistry - Adding type registration object -> org.hibernate.type.ObjectType@41709512
[DEBUG] 30-06-2020 22:32:12.729 [main] BasicTypeRegistry - Adding type registration java.lang.Object -> org.hibernate.type.ObjectType@41709512
[DEBUG] 30-06-2020 22:32:12.730 [main] BasicTypeRegistry - Adding type registration imm_date -> org.hibernate.type.AdaptedImmutableType@4f9a2c08
[DEBUG] 30-06-2020 22:32:12.730 [main] BasicTypeRegistry - Adding type registration imm_time -> org.hibernate.type.AdaptedImmutableType@a87f8ec
[DEBUG] 30-06-2020 22:32:12.731 [main] BasicTypeRegistry - Adding type registration imm_timestamp -> org.hibernate.type.AdaptedImmutableType@5443d039
[DEBUG] 30-06-2020 22:32:12.731 [main] BasicTypeRegistry - Adding type registration imm_dbtimestamp -> org.hibernate.type.AdaptedImmutableType@63787180
[DEBUG] 30-06-2020 22:32:12.732 [main] BasicTypeRegistry - Adding type registration imm_calendar -> org.hibernate.type.AdaptedImmutableType@7d1cfb8b
[DEBUG] 30-06-2020 22:32:12.733 [main] BasicTypeRegistry - Adding type registration imm_calendar_date -> org.hibernate.type.AdaptedImmutableType@48e92c5c
[DEBUG] 30-06-2020 22:32:12.733 [main] BasicTypeRegistry - Adding type registration imm_binary -> org.hibernate.type.AdaptedImmutableType@2e1ef60
[DEBUG] 30-06-2020 22:32:12.733 [main] BasicTypeRegistry - Adding type registration imm_serializable -> org.hibernate.type.AdaptedImmutableType@22356acd
[DEBUG] 30-06-2020 22:32:12.763 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [uuid2] -> [org.hibernate.id.UUIDGenerator]
[DEBUG] 30-06-2020 22:32:12.764 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [guid] -> [org.hibernate.id.GUIDGenerator]
[DEBUG] 30-06-2020 22:32:12.766 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [uuid] -> [org.hibernate.id.UUIDHexGenerator]
[DEBUG] 30-06-2020 22:32:12.766 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [uuid.hex] -> [org.hibernate.id.UUIDHexGenerator]
[DEBUG] 30-06-2020 22:32:12.766 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [assigned] -> [org.hibernate.id.Assigned]
[DEBUG] 30-06-2020 22:32:12.767 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [identity] -> [org.hibernate.id.IdentityGenerator]
[DEBUG] 30-06-2020 22:32:12.768 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [select] -> [org.hibernate.id.SelectGenerator]
[DEBUG] 30-06-2020 22:32:12.769 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [sequence] -> [org.hibernate.id.enhanced.SequenceStyleGenerator]
[DEBUG] 30-06-2020 22:32:12.770 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [seqhilo] -> [org.hibernate.id.SequenceHiLoGenerator]
[DEBUG] 30-06-2020 22:32:12.771 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [increment] -> [org.hibernate.id.IncrementGenerator]
[DEBUG] 30-06-2020 22:32:12.771 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [foreign] -> [org.hibernate.id.ForeignGenerator]
[DEBUG] 30-06-2020 22:32:12.772 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [sequence-identity] -> [org.hibernate.id.SequenceIdentityGenerator]
[DEBUG] 30-06-2020 22:32:12.772 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [enhanced-sequence] -> [org.hibernate.id.enhanced.SequenceStyleGenerator]
[DEBUG] 30-06-2020 22:32:12.773 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [enhanced-table] -> [org.hibernate.id.enhanced.TableGenerator]
[WARN ] 30-06-2020 22:32:12.777 [main] pooling - HHH10001002: Using Hibernate built-in connection pool (not for production use!)
[INFO ] 30-06-2020 22:32:12.783 [main] pooling - HHH10001005: using driver [com.mysql.cj.jdbc.Driver] at URL [jdbc:mysql://localhost:3306/jspdb?useUnicode=yes&characterEncoding=utf8&useSSL=false&serverTimezone=Asia/Taipei]
[INFO ] 30-06-2020 22:32:12.784 [main] pooling - HHH10001001: Connection properties: {user=root, password=Do!ng123, pool_size=5}
[INFO ] 30-06-2020 22:32:12.784 [main] pooling - HHH10001003: Autocommit mode: false
[DEBUG] 30-06-2020 22:32:12.788 [main] DriverManagerConnectionProviderImpl - Initializing Connection pool with 1 Connections
[INFO ] 30-06-2020 22:32:12.788 [main] DriverManagerConnectionProviderImpl - HHH000115: Hibernate connection pool size: 20 (min=1)
[DEBUG] 30-06-2020 22:32:12.975 [main] JdbcEnvironmentInitiator - Database ->
       name : MySQL
    version : 8.0.20
      major : 8
      minor : 0
[DEBUG] 30-06-2020 22:32:12.975 [main] JdbcEnvironmentInitiator - Driver ->
       name : MySQL Connector/J
    version : mysql-connector-java-8.0.13 (Revision: 66459e9d39c8fd09767992bc592acd2053279be6)
      major : 8
      minor : 0
[DEBUG] 30-06-2020 22:32:12.975 [main] JdbcEnvironmentInitiator - JDBC version : 4.2
[INFO ] 30-06-2020 22:32:12.987 [main] Dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQL8Dialect
[DEBUG] 30-06-2020 22:32:13.010 [main] IdentifierHelperBuilder - JDBC driver metadata reported database stores quoted identifiers in more than one case
[DEBUG] 30-06-2020 22:32:13.066 [main] IdentifierHelperBuilder - IdentifierCaseStrategy for both quoted and unquoted identifiers was set to the same strategy [LOWER]; that will likely lead to problems in schema update and validation if using quoted identifiers
[DEBUG] 30-06-2020 22:32:13.112 [main] Namespace - Created database namespace [logicalName=Name{catalog=null, schema=null}, physicalName=Name{catalog=null, schema=null}]
[DEBUG] 30-06-2020 22:32:13.116 [main] TypeConfiguration$Scope - Scoping TypeConfiguration [org.hibernate.type.spi.TypeConfiguration@ab7a938] to MetadataBuildingContext [org.hibernate.boot.internal.MetadataBuildingContextRootImpl@3faf2e7d]
[DEBUG] 30-06-2020 22:32:13.178 [main] AnnotationBinder - Binding entity from annotated class: ch01.model.Department
[DEBUG] 30-06-2020 22:32:13.211 [main] Ejb3Column - Binding column: Ejb3DiscriminatorColumn{logicalColumnName'DTYPE', discriminatorTypeName='string'}
[DEBUG] 30-06-2020 22:32:13.220 [main] EntityBinder - Import with entity name Department
[DEBUG] 30-06-2020 22:32:13.227 [main] EntityBinder - Bind entity ch01.model.Department on table Department_Table
[DEBUG] 30-06-2020 22:32:13.260 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Department_Table), mappingColumn=depId, insertable=true, updatable=true, unique=false}
[DEBUG] 30-06-2020 22:32:13.263 [main] PropertyBinder - MetadataSourceProcessor property depId with lazy=false
[DEBUG] 30-06-2020 22:32:13.266 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [ch01.model.Department:depId]
[DEBUG] 30-06-2020 22:32:13.269 [main] SimpleValueBinder - building SimpleValue for depId
[DEBUG] 30-06-2020 22:32:13.272 [main] PropertyBinder - Building property depId
[DEBUG] 30-06-2020 22:32:13.275 [main] BinderHelper - #makeIdGenerator(org.hibernate.mapping.SimpleValue([org.hibernate.mapping.Column(depId)]), depId, identity, , ...)
[DEBUG] 30-06-2020 22:32:13.276 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Department_Table), mappingColumn=depName, insertable=true, updatable=true, unique=false}
[DEBUG] 30-06-2020 22:32:13.276 [main] PropertyBinder - MetadataSourceProcessor property depName with lazy=false
[DEBUG] 30-06-2020 22:32:13.277 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [ch01.model.Department:depName]
[DEBUG] 30-06-2020 22:32:13.277 [main] SimpleValueBinder - building SimpleValue for depName
[DEBUG] 30-06-2020 22:32:13.277 [main] PropertyBinder - Building property depName
[DEBUG] 30-06-2020 22:32:13.281 [main] AnnotationBinder - Binding entity from annotated class: ch01.model.Employee
[DEBUG] 30-06-2020 22:32:13.281 [main] Ejb3Column - Binding column: Ejb3DiscriminatorColumn{logicalColumnName'DTYPE', discriminatorTypeName='string'}
[DEBUG] 30-06-2020 22:32:13.282 [main] EntityBinder - Import with entity name Employee
[DEBUG] 30-06-2020 22:32:13.282 [main] EntityBinder - Bind entity ch01.model.Employee on table Employee_Table
[DEBUG] 30-06-2020 22:32:13.298 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Employee_Table), mappingColumn=pk, insertable=true, updatable=true, unique=false}
[DEBUG] 30-06-2020 22:32:13.299 [main] PropertyBinder - MetadataSourceProcessor property pk with lazy=false
[DEBUG] 30-06-2020 22:32:13.299 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [ch01.model.Employee:pk]
[DEBUG] 30-06-2020 22:32:13.299 [main] SimpleValueBinder - building SimpleValue for pk
[DEBUG] 30-06-2020 22:32:13.300 [main] PropertyBinder - Building property pk
[DEBUG] 30-06-2020 22:32:13.300 [main] BinderHelper - #makeIdGenerator(org.hibernate.mapping.SimpleValue([org.hibernate.mapping.Column(pk)]), pk, org.hibernate.id.enhanced.SequenceStyleGenerator, , ...)
[DEBUG] 30-06-2020 22:32:13.301 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Employee_Table), mappingColumn=birthday, insertable=true, updatable=true, unique=false}
